FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,color_v2,,
Washington County Jail,44.716169,-67.459486,142,Colorado,Akron,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Brush Correctional ,40.254618,-103.625416,144,Colorado,Brush,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Buena Vista Correctional Complex,38.822397,-106.115696,145,Colorado,Buena Vista,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Burlington,43.36162,-79.796209,146,Colorado,Burlington,,"Paperback, Hardcover ok","No Sex, No Violence, ","No Gang, No True Crime",,,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,orange,"""orange""","""orange"""
Arrowhead Correctional (ECC),34.254859,-117.190253,147,Colorado,Canon City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Centennial Correctional ,39.586666,-104.92062,148,Colorado,Canon City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Colorado State (ECC/CSP) / Colorado Territorial (CTCF),38.440653,-105.158058,149,Colorado,Canon City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
CO Dept of Corrections,39.048365,-95.675916,150,Colorado,Canon City,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Colorado Women's Correctional,38.996664,-105.547822,151,Colorado,Canon City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Four Mile Correctional (FMCC),38.313954,-88.654687,152,Colorado,Canon City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Fremont Correctional (FCF)  - Box 999,38.479432,-105.439745,153,Colorado,Canon City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Skyline Correctional (ECC),40.337482,-76.72338,154,Colorado,Canon City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Castle Rock - Colorado,39.331104,-104.848977,155,Colorado,Castle Rock,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Colorado Department of Corrections,39.731276,-104.986893,156,Colorado,Colorado Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Delta Correctional ,5.448632,5.771322,157,Colorado,Delta,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Denver County Jail,39.767486,-104.863939,158,Colorado,Denver,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Denver Reception & Diagnostic Center (DRDC),39.740959,-104.985798,159,Colorado,Denver,,,,,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,orange,"""orange""","""orange"""
Denver Women's Correctional DWCF,39.740959,-104.985798,160,Colorado,Denver,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Willard-Cybulski,43.639004,-70.231441,161,Colorado,Enfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
ADX Florence P.O. Box 8500,45.519754,-122.654951,162,Colorado,Florence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Fort Collins,40.542844,-105.06543,163,Colorado,Fort Collins,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Fort Lyon,43.69147,-70.18421,164,Colorado,Fort Lyons,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Glendive,47.107449,-104.706754,165,Colorado,Glendive,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Colorado Correctional ,38.996664,-105.547822,166,Colorado,Golden,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mesa County Sheriff's Dept,41.44792,-87.371164,167,Colorado,Grand Junction,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
(Private prison),-36.758167,174.643621,168,Colorado,Hudson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
BCCF,38.064649,-103.204839,169,Colorado,Las Animas,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Net County Correctional ,24.211213,120.700511,170,Colorado,Las Animas,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Limon Correctional ,9.99286,-83.03053,171,Colorado,Limon,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
FCI Englewood,24.047019,84.072557,172,Colorado,Littleton,"Write ""BOP approved reading material on package""","No Harry Potter, No anime, No comic books",,,,"write ""bop approved reading material on package""",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Longmont,40.163537,-105.16261,173,Colorado,Longmont,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Trinidad Correctional,10.46114,-61.25702,174,Colorado,Model,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Crowley County Correctional ,38.19338,-103.860516,175,Colorado,Olney Springs,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Pueblo Minimum Center,-7.97459,-78.410932,176,Colorado,Pueblo,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
San Carlos Correctional (for mentally ill),9.66124,-68.58268,177,Colorado,Pueblo,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Sterling Correctional ,42.576979,-83.033617,178,Colorado,Sterling,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Walsenburg,37.625526,-104.782072,179,Colorado,Walsenburg,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bridgeport Correctional ,41.188221,-73.187335,180,Connecticut,Bridgeport,,No Violence,No Sex,,,,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Brooklyn Correctional ,40.652256,-73.956582,181,Connecticut,Brooklyn,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cheshire Correctional Institution(900 Highland Ave),33.88357,-118.408689,182,Connecticut,Cheshire,,No sexualy explicit material,,,"book returned, 8-24-21 mike",,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Federal Correctional ,10,8,183,Connecticut,Danbury,,,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Carl Robinson Correctional (CRCI),37.170793,-94.552292,184,Connecticut,Enfield,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Enfield Correctional ,51.64875,-0.0974,185,Connecticut,Enfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Willard - Cybulski Correctional ,43.639004,-70.231441,186,Connecticut,Enfield,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hartford Correctional ,41.765566,-72.690228,187,Connecticut,Hartford,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
New Haven Correctional ,41.308658,-72.925297,188,Connecticut,New Haven,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Garner Correctional ,35.700552,-78.618677,189,Connecticut,Newtown,,,No Sex,,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Gates Correctional ,43.16547,-77.70066,190,Connecticut,Niantic,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
York Correctional ,40.71427,-74.00597,191,Connecticut,Niantic,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Osborn Correctional Institution,47.972959,-102.423144,192,Connecticut,Somers,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Northern Correctional Institution,54.5,-6.5,193,Connecticut,Somers,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bergin Correctional ,41.793459,-72.660573,194,Connecticut,Storrs,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
MacDougall - Walker Correctional ,45.930982,-60.224324,195,Connecticut,Suffield,,No greeting cards,No Composition Books,"Add separate note in pkg""Books are new, perfect""",,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Corrigan - Radgowski Correctional ,30.996028,-94.8296,196,Connecticut,Uncasville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Sussex Correctional ,51.00476,-0.10069,197,Delaware,Georgetown,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Delores J. Baylor Women's Correctional ,39.702616,-75.581252,198,Delaware,New Castle,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Delaware Correctional / Vaughn Correctional ,38.978849,-75.46014,199,Delaware,Smyrna,,,Newish,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
John L. Webb Correctional ,39.738071,-75.627358,200,Delaware,Wilmington,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Howard R. Young Correctional/Multi Purpose Criminal Justice Facility,32.46855,-98.666798,201,Delaware,Wilmington,"Not larger than 8.5""x11""",,No address labels or stickers,,,"not larger than 8.5""x11""",9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Avon Park Correctional ,27.661396,-81.360952,204,Florida, Avon Park,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Polk County Jail,34.015347,-85.217322,205,Florida,Bartow,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Glades Correctional ,26.949386,-81.112748,206,Florida,Belle Glade,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Big Pine Key,24.686647,-81.367106,207,Florida,Big Pine Key,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Calhoun Correctional ,34.501538,-84.950448,208,Florida,Blountstown,,,Magazines okay,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Holmes Correctional ,40.558439,-81.929325,209,Florida,Bonifay,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hardee Correctional Institution Work Camp,29.304515,-82.188845,210,Florida,Bowling Green,,,No photocopies,No sex,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Bradenton Bridge,52.15042,-0.702434,211,Florida,Bradenton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Liberty Correctional ,39.257248,-94.419528,212,Florida,Bristol,,,,No Sex,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Levy Forestry Camp,41.026781,-75.713664,213,Florida,Bronson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hernando Correctional (women's),28.564204,-82.497644,214,Florida,Brooksville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Flagler Co. Detention,29.45245,-81.25626,215,Florida,Bunnell,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Sumter Correctional ,33.932566,-80.361482,216,Florida,Bushnell,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Sumter Work Camp,28.613381,-82.205385,217,Florida,Bushnell,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Franklin Correctional ,40.495425,-74.535291,218,Florida,Carrabelle,,,No Manila Envelope,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Century Correctional ,44.03425,-121.338194,219,Florida,Century,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
River Junction Work Camp,-42.200243,145.931252,220,Florida,Chattahoochee,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Washington Correctional ,38.82652,-77.01712,221,Florida,Chipley,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Northwest Florida Reception Center,30.51782,-85.65927,222,Florida,Chipley,,,,,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Pinellas County Jail,27.90207,-82.705654,223,Florida,Clearwater,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Lake Correctional ,40.773201,-111.933984,224,Florida,Clermont,,No electronics books,No NPRL,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Brevard Work Camp,40.027755,-90.961768,225,Florida,Cocoa,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Wakulla Correctional ,30.23687,-84.23101,226,Florida,Crawfordville,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Okaloosa Correctional ,30.696799,-86.526015,227,Florida,Crestview,,No Cook Books,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Cross City Correctional ,29.63621,-83.124996,228,Florida,Cross City,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Volusia County Branch Jail,29.052386,-81.156198,230,Florida,Daytona Beach,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Walton Correctional ,51.38533,-0.42066,231,Florida,Defuniak Springs,,No blank journals,No foreign languages except spanish,No Legal Primer-1,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Putnam Correctional ,41.92237,-71.903487,233,Florida,East Palatka,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Dade Correctional ,25.415936,-80.498897,234,Florida,Florida City,Invoice must be computer printed,,,,,invoice must be computer printed,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Homestead Correctional (women's),25.460881,-80.443032,235,Florida,Florida City,,,No legal primer,no copies of 15+ pages,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Broward Main Jail,26.11592,-80.14253,236,Florida,Ft. Lauderdale,DNS,,,,,dns,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Conte,46.224582,7.311152,237,Florida,Ft. Lauderdale,"Write: ""c/o Chaplain Rick Braswell"" in the return address.",,,,,"write: ""c/o chaplain rick braswell"" in the return address.",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
House of Hope,41.687908,-87.603802,238,Florida,Ft. Lauderdale,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lucie County Jail,27.45321,-80.4099,240,Florida,Fort Pierce,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Gainesville Work Camp,29.309369,-82.197613,241,Florida,Gainesville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Graceville,39.809,-75.54881,242,Florida,Graceville,,No Violence,"No composition books, 10 sheets of blank paper is okay in lieu of composition book",,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Hawkinsville,41.7607,-122.62197,244,Florida,Hawkinsville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Holly Hill,29.245432,-81.045946,245,Florida,Holly Hill,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Henry Correctional ,39.917156,-85.38568,246,Florida,Immokalee,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Martin Correctional ,18.082858,-63.059398,247,Florida,Indiantown,,,No Sex,no plastic pouches in book,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
HCI,47.027952,3.143881,248,Florida,Interlachen,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Duval County Jail,27.76266,-98.2354,249,Florida,Jacksonville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Hamilton Correctional (and Annex),43.25011,-79.84963,250,Florida,Jasper,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Berrydale Forestry Camp,41.026781,-75.713664,251,Florida,Jay,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Osceola County Jail,28.086448,-81.109656,252,Florida,Kissimmee,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Reception & Medical Center (RMC),51.395185,3.488254,253,Florida,Lake Butler,,"Composition Books NOT Allowed,","No blank paper, cards or envelopes",,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Bridges of America Work Camp,47.976094,-121.88703,254,Florida,Lake City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Columbia Correctional ,54.790277,-124.557003,255,Florida,Lake City,,No Legal Primer-1,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Pasco County Detention Ctr,28.267081,-82.671084,257,Florida,Land O Lakes,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lawtey C.I.,7.568978,-5.495164,258,Florida,Lawtey,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Suwannee Work Camp,40.027755,-90.961768,259,Florida,Live Oak ,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Loxahatchee Road Prison,8.474695,-13.23597,260,Florida,West Palm Beach,,,No Sex,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Marion Correctional ,40.600551,-83.131197,261,Florida,Lowell,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Madison Correctional ,43.081309,-89.395609,262,Florida,Madison,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jackson Correctional ,32.29876,-90.18481,263,Florida,Malone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Federal Prison Camp,42.880134,-97.390222,264,Florida,Marianna,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mayo Correctional ,39.281077,-94.644342,265,Florida,Mayo,     ,,No Sex,,,     ,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FDC Miami / FCI,41.145987,1.104336,267,Florida,Miami,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Florida PDC/RC,-12.819233,-50.657067,268,Florida,Miami,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Blackwater River CF,-23.579705,148.888552,270,Florida,Milton,,,No Learn How To Draw Books,No Coloring Books,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Santa Rosa Correctional (SRCI),14.163004,-90.362039,271,Florida,Milton,Verify exact commited name,,,No photocopies,,verify exact commited name,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Monroe County Detention ,24.577053,-81.752114,272,Florida,Monroe,,,,,  ,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jefferson Correctional ,38.571057,-92.241927,273,Florida,Monticello,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Moore Haven Correctional ,26.833493,-81.097631,274,Florida,Moore Haven,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Naples Jail Center,40.862838,14.237375,275,Florida,Naples,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Florida Women's Reception Center,29.30997,-82.18702,276,Florida,Ocala,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Lowell Women's Correctional (LCI),32.19709,-110.828987,277,Florida,Ocala,,,No Maps,No Coloring Books,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Marion Work Camp, Marion Correctional",29.304515,-82.188845,278,Florida,Ocala,"Use PO Box 158, Lowell, FL 32663-0158",,,,,"use po box 158, lowell, fl 32663-0158",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
"Marion County Jail, marion County Sheriff's office",34.17175,-79.400783,279,Florida,Ocala,DNS,,,,,dns,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Okeechobee Correctional ,27.242799,-80.830148,280,Florida,Okeechobee,"No composition books, ok to send 10 sheets of blank paper in lieu of composition book",,"No How to books (drawing, elec, business, computer, etc.)",No Sex,,"no composition books, ok to send 10 sheets of blank paper in lieu of composition book",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Central Florida (CFRC),-18.122547,-63.958971,281,Florida,Orlando,"No composition books, ok to send 10 sheets of blank paper in lieu of composition book",,"No Composition Books, added 1-13-22 mike","No how to draw books, from property 8-23-21 mike",,"no composition books, ok to send 10 sheets of blank paper in lieu of composition book",9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Orange County Jail,33.748883,-117.878655,282,Florida,Orlando,,,Must show cell number from database,"Send to PO Box 4970, Orlando, FL 32802-4970",,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bay Correctional ,30.26464,-85.505905,284,Florida,Panama City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Taylor Correctional ,42.22628,-83.268812,286,Florida,Perry,,"No sex, No violence",Nothing inflammatory,No instructions for building weapons,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Taylor Correctional Annex,30.0415,-83.7111,287,Florida,Perry,,"No sex, No violence",Nothing inflammatory,No instructions for building weapons,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Monroe Correctional ,40.30461,-74.435593,288,Florida,Plantation,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Demilly Correctional ,50.751511,3.120521,289,Florida,Polk City,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Polk CI & Work Camp,37.797695,-122.422273,290,Florida,Polk City,10800 Evans Rd.,,,,,10800 evans rd.,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Charlotte Correctional ,35.19534,-80.81711,291,Florida,Punta Gorda,,,,No Sex,No Violence,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Gadsden Correctional (women's),30.55529,-84.619685,292,Florida,Quincy ,,,No Composition Books,No Coloring Books,No Computer Books,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Quincy Annex,10.144565,77.127757,293,Florida,Quincy ,,,No Composition Books,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Florida State Prison,30.062297,-82.18166,294,Florida,Raiford,    Use PO Box 800,,,no gang or black power ,,    use po box 800,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
New River Correctional ,33.911883,-112.103779,295,Florida,Raiford,"USE: PO BOX 900, Zip 32083",,Composition Books Not Permitted,,,"use: po box 900, zip 32083",9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Union Correctional ,21,96,296,Florida,Raiford,USE: PO BOX 1000 & Zip Code 32083,,No Sex,,,use: po box 1000 & zip code 32083,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
